Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Peallaidh,Wilder,46,3,1150,82,186,166,117,146,-,Weak,Resist,-,-,Weak,-,"Madezoreto|マハデゾレト|6 MP|60% chance to inflict Weak on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Insanity|狂い咲き|Passive|+20% chance to inflict status ailments.,"Mamudoon|マハムドオン|6 MP|Inflicts Dark (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Toxic Cloud|毒ガスブレス|6 MP|30% chance to inflict Poison 2 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Evil Gaze|イービルアイ|4 MP|Inflicts Dark (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Concentrate|コンセントレイト|6 MP|Self enters a state of Concentrate. Increases the next Mag attack damage by 125%.,Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Light|破魔耐性|Passive|Adds Light Resist.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Agility Amp I|初段の猛速|Passive|+5 to Agility.,Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,Support,502,553,720,605
Mad Gasser,Foul,45,3,877,127,108,108,184,166,-,-,-,-,-,Weak,Resist,"Mahapoisma|マハポイズマ|6 MP|30% chance to inflict Poison on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Deadly Poison|毒追撃|Passive|+30% damage to Poisoned enemies.,"Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,"Deathtouch|デスタッチ|6 MP|Inflicts Almighty (Magic) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Barrier Break|バリアコワース|3 MP|Remove Barrier from All Enemies.,Madness|乱れ狂い|Passive|+10% chance to inflict status ailments.,Null Dark|呪殺無効|Passive|Adds Dark Null.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Hama|ハマ|4 MP|Inflicts Light (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Support,596,512,556,502
Gui Xian,Snake,45,3,1103,156,186,156,81,108,-,Weak,Null,-,-,-,-,"Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mabufula|マハブフーラ|6 MP|Inflicts Ice (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Ice Boost|氷結ブースタ|Passive|+15% to Ice damage.,"Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Makara Break|マカラコワース|3 MP|Removes Repel Mag from All Enemies.,Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,Strength Amp I|初段の剛力|Passive|+5 to Strength.,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Madness|乱れ狂い|Passive|+10% chance to inflict status ailments.,Attack,657,579,720,594
Jatayu,Avian,44,3,750,117,98,81,225,165,-,-,Resist,Weak,Drain,Null,Weak,"Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Auto-Sukuka|スクカオート|Passive|Casts Sukukaja at the beginning of the 1st turn.,"Dekaja|デカジャ|5 MP|Remove buffs from All Enemies.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Sukunda|スクンダ|5 MP|Reduces EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Deathbound|デスバウンド|4 MP|Inflicts Phys (Physical) damage 2 to 3 times with 55 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Wild Guess|野生の勘|Passive|-15% to Critical hit rate of damage received.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Madness|乱れ狂い|Passive|+10% chance to inflict status ailments.,Meposumudi|メポズムディ|4 MP|Cures All Party Members of Poison. Reduces the chance of being Poisoned during this wave by 30%.,Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Support,575,477,535,468
Ammut,Beast,44,3,1009,196,82,136,126,145,-,-,Weak,Null,-,-,-,Rebellion|リベリオン|6 MP|Self enters a state of Might. The next Phys attack will have a Critical effect.,"Deathtouch|デスタッチ|6 MP|Inflicts Almighty (Magic) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Madness Nails|狂乱の剛爪|5 MP|Inflicts Phys (Physical) damage 2 to 3 times with 65 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Agility Amp II|二段の猛速|Passive|+10 to Agility.,"Binge Eating|暴飲暴食|6 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.","War Cry|雄叫び|6 MP|Reduces ATK and DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Null Charm|魅了無効|Passive|Adds Null Charm.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Vitality Amp I|初段の恵体|Passive|+5 to Vitality.,"Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Attack,741,577,502,520
Ares,Fury,44,3,877,217,99,108,126,145,-,-,-,-,-,Resist,Weak,"Herculean Strike|金剛発破|5 MP|Inflicts Phys (Physical) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Retaliate|猛反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 100 power.","Hellfire|地獄の業火|5 MP|Inflicts Fire (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Dekunda|デクンダ|5 MP|Remove debuffs from All Party Members.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Charge|チャージ|6 MP|Self enters a state of Charge. Increases the next Phys attack damage by 125%.,Bloody Glee|コロシの愉悦|Passive|+15% to Critical hit rate.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,"Sexy Dance|セクシーダンス|6 MP|30% chance to inflict Charm 2 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Shibabooon|シバブオン|6 MP|50% chance to inflict Bind on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Attack,785,557,537,498
Chatterskull,Haunt,44,3,877,136,186,108,116,136,-,Drain,Weak,-,-,Weak,Null,"Discord|ディスコード|3 MP|Removes Charge, Concentrate and Might from All Enemies.","Mudoon|ムドオン|5 MP|Inflicts Dark (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Deathtouch|デスタッチ|6 MP|Inflicts Almighty (Magic) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Dekaja|デカジャ|5 MP|Remove buffs from All Enemies.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Hades Blast|冥界破|6 MP|Inflicts Phys (Physical) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","War Cry|雄叫び|6 MP|Reduces ATK and DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Null Bind|緊縛無効|Passive|Adds Null Bind.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,"Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Support,615,516,720,541
Apis,Holy,44,3,1051,186,82,145,107,156,-,-,-,-,-,Resist,Weak,"Tarukaja|タルカジャ|5 MP|Increases ATK of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Mahama|マハンマ|5 MP|Inflicts Light (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Makara Shift|マカラカシフト|Passive|Casts Makarakarn at the beginning of a battle if the enemy attacks first.,"Mediara|メディラ|7 MP|Heals All Party Members with 60 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Power Hit|捨て身の一撃|7 MP|Use 10% of own HP to Inflicts Phys (Physical) damage with 170 power on a Single Enemy.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.","Discord|ディスコード|3 MP|Removes Charge, Concentrate and Might from All Enemies.",Life Surge|三分の活泉|Passive|+30% to Max HP.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Poismaon|ポイズマオン|6 MP|50% chance to inflict Poison on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Support,720,582,502,530
Arianrhod,Megami,44,3,788,186,145,89,164,89,Resist,-,-,-,-,Resist,-,"Hamaon|ハマオン|5 MP|Inflicts Light (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Diara|ディアラ|5 MP|Heals a Single Party Member with 90 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Myriad Arrows|刹那五月雨撃ち|7 MP|Inflicts Phys (Physical) damage 2 to 5 times with 65 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Lydia Break|リディアコワース|3 MP|Removes Lydia from All Enemies.,Great Aim|千発千中|Passive|+20% to Phys hit rate.,Null Ice|氷結無効|Passive|Adds Ice Null.,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Charmdi|チャームディ|3 MP|Cures a Single Party Member of Charm. Reduces the chance of being Charmed during this wave by 30%.,Vitality Amp I|初段の恵体|Passive|+5 to Vitality.,Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Attack,720,520,634,500
Lailah,Herald,43,3,919,108,206,117,107,156,-,-,-,Weak,Resist,Null,Weak,"Mediara|メディラ|7 MP|Heals All Party Members with 60 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Light Boost|破魔ブースタ|Passive|+15% to Light damage.,"Mahamaon|マハンマオン|6 MP|Inflicts Light (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Makajamaon|マカジャマオン|6 MP|50% chance to inflict Mute on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Hamadyne|ハマダイン|6 MP|Inflicts Light (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Attack,556,512,762,561
Silky,Fairy,42,3,1197,63,185,176,116,145,-,Weak,Null,-,-,-,-,Meweakdi|メウィークディ|4 MP|Cures All Party Members of Weak. Reduces the chance of being Weakened during this wave by 30%.,Null Weak|虚弱無効|Passive|Adds Null Weak.,"Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mediara|メディラ|7 MP|Heals All Party Members with 60 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Mabufula|マハブフーラ|6 MP|Inflicts Ice (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Lydia|リディア|4 MP|Casts Lydia on a Single Party Member, healing their HP at the beginning of their turn for 3 turns.",Infernal Mask|奈落のマスク|Passive|-60% chance of receiving status ailments.,Null Force|衝撃無効|Passive|Adds Force Null.,Bloody Glee|コロシの愉悦|Passive|+15% to Critical hit rate.,"Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,Wild Guess|野生の勘|Passive|-15% to Critical hit rate of damage received.,Support,462,555,718,616
Mermaid,Femme,42,3,1009,108,196,136,107,136,-,-,Resist,Weak,Resist,-,-,"Ice Breath|アイスブレス|4 MP|Inflicts Ice (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Sexy Dance|セクシーダンス|6 MP|30% chance to inflict Charm 2 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Infinite Chakra|無限のチャクラ|Passive|Increases naturally recovered MP by 1 MP.,Null Ice|氷結無効|Passive|Adds Ice Null.,Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Paraladi|パララディ|3 MP|Cures a Single Party Member of Bind. Reduces the chance of being Bound during this wave by 30%.,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Heal,556,533,741,577
Unicorn,Holy,42,3,1103,136,185,156,97,99,-,-,-,Weak,-,Null,Null,Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Null Charm|魅了無効|Passive|Adds Null Charm.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Glacial Blast|絶対零度|5 MP|Inflicts Ice (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Memutudi|メクロズディ|4 MP|Cures All Party Members of Mute. Reduces the chance of being Muted during this wave by 30%.,Serial Killer|虐殺者|Passive|+10% to multiple-target attack skill damage.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Magic Amp I|初段の賢魔|Passive|+5 to Magic.,Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,"Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Heal,615,569,718,594
Kaiwan,Night,42,3,1051,117,165,145,134,117,-,-,Weak,-,-,Weak,Null,"Mudoon|ムドオン|5 MP|Inflicts Dark (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mamudo|マハムド|5 MP|Inflicts Dark (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Dark Boost|呪殺ブースタ|Passive|+15% to Dark damage.,"Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Mamudoon|マハムドオン|6 MP|Inflicts Dark (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Makara Break|マカラコワース|3 MP|Removes Repel Mag from All Enemies.,Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,Magic Amp I|初段の賢魔|Passive|+5 to Magic.,Luck Amp I|初段の強運|Passive|+5 to Luck.,Bloody Glee|コロシの愉悦|Passive|+15% to Critical hit rate.,"Mahama|マハンマ|5 MP|Inflicts Light (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Attack,575,548,676,572
